"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","bikes"
257,39.4614520571,-0.4004871671,15,1413946800,2014,10,22,5,"Wednesday",54,0,8,3.2,112.5,22.1,48,1021.8,0,4,0.333333333333333,5,0.333333333333333,5,4
257,39.4614520571,-0.4004871671,15,1413950400,2014,10,22,6,"Wednesday",55,0,11.3,4.8,157.5,22.7,49,1022.1,0,4,0,5,0,5,4
257,39.4614520571,-0.4004871671,15,1413954000,2014,10,22,7,"Wednesday",56,0,35.4,19.3,135,22.4,43,1022.2,0,4,-1,4,-1,4,10
257,39.4614520571,-0.4004871671,15,1413957600,2014,10,22,8,"Wednesday",57,0,43.5,27.4,135,22.3,40,1022.2,0,4,-5,0,-5,0,5
257,39.4614520571,-0.4004871671,15,1413961200,2014,10,22,9,"Wednesday",58,0,27.4,12.9,157.5,22,39,1023.2,0,4,-2,3,-2,3,4
257,39.4614520571,-0.4004871671,15,1413964800,2014,10,22,10,"Wednesday",59,0,19.3,9.7,157.5,23.1,35,1023.6,0,10,-1.66666666666667,2.33333333333333,-1.66666666666667,2.33333333333333,3
257,39.4614520571,-0.4004871671,15,1413968400,2014,10,22,11,"Wednesday",60,0,11.3,4.8,157.5,24.2,29,1024,0,5,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,0
257,39.4614520571,-0.4004871671,15,1413972000,2014,10,22,12,"Wednesday",61,0,9.7,3.2,180,25.8,24,1024,0,4,-1.33333333333333,1.66666666666667,-1.33333333333333,1.66666666666667,2
257,39.4614520571,-0.4004871671,15,1413975600,2014,10,22,13,"Wednesday",62,0,12.9,4.8,67.5,25.7,28,1023.8,0,3,2.33333333333333,4.66666666666667,2.33333333333333,4.66666666666667,2
257,39.4614520571,-0.4004871671,15,1413979200,2014,10,22,14,"Wednesday",63,0,22.5,11.3,0,24.1,47,1023.4,0,0,4.33333333333333,6.66666666666667,4.33333333333333,6.66666666666667,2
257,39.4614520571,-0.4004871671,15,1413982800,2014,10,22,15,"Wednesday",64,0,25.7,11.3,337.5,23,51,1023.1,0,2,4,5.66666666666667,4,5.66666666666667,0
257,39.4614520571,-0.4004871671,15,1413986400,2014,10,22,16,"Wednesday",65,0,19.3,9.7,22.5,23.3,45,1023,0,2,2.66666666666667,7.33333333333333,2.66666666666667,7.33333333333333,0
257,39.4614520571,-0.4004871671,15,1413990000,2014,10,22,17,"Wednesday",66,0,17.7,6.4,0,22.7,48,1023.2,0,2,2,8.66666666666667,2,8.66666666666667,0
257,39.4614520571,-0.4004871671,15,1413993600,2014,10,22,18,"Wednesday",67,0,14.5,4.8,0,22.1,54,1023.4,0,0,3.66666666666667,9.33333333333333,3.66666666666667,9.33333333333333,1
257,39.4614520571,-0.4004871671,15,1413997200,2014,10,22,19,"Wednesday",68,0,9.7,3.2,337.5,21.3,59,1024.1,0,0,2,9.33333333333333,2,9.33333333333333,1
257,39.4614520571,-0.4004871671,15,1414000800,2014,10,22,20,"Wednesday",69,0,8,3.2,337.5,20.8,65,1024.6,0,0,-0.666666666666667,8,-0.666666666666667,8,1
257,39.4614520571,-0.4004871671,15,1414004400,2014,10,22,21,"Wednesday",70,0,3.2,0,337.5,20.3,67,1025,0,1,-0.333333333333333,9,-0.333333333333333,9,3
257,39.4614520571,-0.4004871671,15,1414008000,2014,10,22,22,"Wednesday",71,0,1.6,0,225,19.9,68,1024.9,0,1,0.333333333333333,9.66666666666667,0.333333333333333,9.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414011600,2014,10,22,23,"Wednesday",72,0,6.4,1.6,157.5,18.4,71,1025.1,0,1,0.666666666666667,8.66666666666667,0.666666666666667,8.66666666666667,1
257,39.4614520571,-0.4004871671,15,1414015200,2014,10,23,0,"Thursday",73,0,4.8,1.6,157.5,17.8,70,1025.2,0,3,0,9,0,9,3
257,39.4614520571,-0.4004871671,15,1414018800,2014,10,23,1,"Thursday",74,0,3.2,0,135,16.8,73,1024.7,0,2,-1.33333333333333,8.33333333333333,-1.33333333333333,8.33333333333333,2
257,39.4614520571,-0.4004871671,15,1414022400,2014,10,23,2,"Thursday",75,0,8,3.2,157.5,15.8,75,1024.5,0,1,0,8.66666666666667,0,8.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414026000,2014,10,23,3,"Thursday",76,0,3.2,0,180,15.6,75,1024.3,0,3,-0.333333333333333,8.66666666666667,-0.333333333333333,8.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414029600,2014,10,23,4,"Thursday",77,0,6.4,1.6,157.5,15.3,74,1024,0,2,-0.333333333333333,8,-0.333333333333333,8,2
257,39.4614520571,-0.4004871671,15,1414033200,2014,10,23,5,"Thursday",78,0,4.8,0,225,15.1,71,1023.7,0,2,-0.666666666666667,8,-0.666666666666667,8,2
257,39.4614520571,-0.4004871671,15,1414036800,2014,10,23,6,"Thursday",79,0,3.2,0,157.5,14.4,74,1023.7,0,2,-0.666666666666667,8,-0.666666666666667,8,2
257,39.4614520571,-0.4004871671,15,1414040400,2014,10,23,7,"Thursday",80,0,3.2,0,202.5,14.1,73,1023.6,0,2,0,8,0,8,0
257,39.4614520571,-0.4004871671,15,1414044000,2014,10,23,8,"Thursday",81,0,4.8,1.6,180,13.9,63,1023.6,0,2,-5,3,-5,3,0
257,39.4614520571,-0.4004871671,15,1414047600,2014,10,23,9,"Thursday",82,0,6.4,1.6,225,14.5,55,1023.6,0,2,-4,4,-4,4,8
257,39.4614520571,-0.4004871671,15,1414051200,2014,10,23,10,"Thursday",83,0,6.4,1.6,180,16.4,44,1023.7,0,0,-4,4,-4,4,6
257,39.4614520571,-0.4004871671,15,1414054800,2014,10,23,11,"Thursday",84,0,3.2,0,247.5,20.1,35,1023.3,0,0,0.333333333333333,3.33333333333333,0.333333333333333,3.33333333333333,0
257,39.4614520571,-0.4004871671,15,1414058400,2014,10,23,12,"Thursday",85,0,8,3.2,292.5,22.8,29,1022.7,0,8,-0.666666666666667,3.33333333333333,-0.666666666666667,3.33333333333333,0
257,39.4614520571,-0.4004871671,15,1414062000,2014,10,23,13,"Thursday",86,0,11.3,3.2,292.5,25.1,28,1021.5,0,6,-1.33333333333333,2.66666666666667,-1.33333333333333,2.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414065600,2014,10,23,14,"Thursday",87,0,8,1.6,337.5,26.9,24,1020.3,0,0,-0.666666666666667,2.66666666666667,-0.666666666666667,2.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414069200,2014,10,23,15,"Thursday",88,0,11.3,4.8,315,27.6,23,1019.1,0,0,-2.66666666666667,0.666666666666667,-2.66666666666667,0.666666666666667,0
257,39.4614520571,-0.4004871671,15,1414072800,2014,10,23,16,"Thursday",89,0,20.9,11.3,337.5,26.8,31,1018.1,0,2,0.666666666666667,3.33333333333333,0.666666666666667,3.33333333333333,0
257,39.4614520571,-0.4004871671,15,1414076400,2014,10,23,17,"Thursday",90,0,17.7,9.7,0,24.5,47,1017.7,0,2,0.666666666666667,3.33333333333333,0.666666666666667,3.33333333333333,0
257,39.4614520571,-0.4004871671,15,1414080000,2014,10,23,18,"Thursday",91,0,16.1,8,0,23.7,46,1017.4,0,0,3,3.66666666666667,3,3.66666666666667,1
257,39.4614520571,-0.4004871671,15,1414083600,2014,10,23,19,"Thursday",92,0,6.4,3.2,337.5,23.3,47,1017.5,0,0,0,3.33333333333333,0,3.33333333333333,2
257,39.4614520571,-0.4004871671,15,1414087200,2014,10,23,20,"Thursday",93,0,6.4,3.2,157.5,22.1,56,1018,0,0,1,4.33333333333333,1,4.33333333333333,1
257,39.4614520571,-0.4004871671,15,1414090800,2014,10,23,21,"Thursday",94,0,4.8,1.6,157.5,21.2,57,1018.3,0,1,0,3.66666666666667,0,3.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414094400,2014,10,23,22,"Thursday",95,0,8,3.2,157.5,21,56,1018.4,0,2,0.333333333333333,3.66666666666667,0.333333333333333,3.66666666666667,5
257,39.4614520571,-0.4004871671,15,1414098000,2014,10,23,23,"Thursday",96,0,3.2,1.6,180,20.4,58,1018.4,0,1,0,4.33333333333333,0,4.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414101600,2014,10,24,0,"Friday",97,0,3.2,1.6,180,20.1,57,1018,0,2,1.33333333333333,5,1.33333333333333,5,5
257,39.4614520571,-0.4004871671,15,1414105200,2014,10,24,1,"Friday",98,0,0,0,146.3,19.7,57,1017.7,0,5,1.33333333333333,5,1.33333333333333,5,5
257,39.4614520571,-0.4004871671,15,1414108800,2014,10,24,2,"Friday",99,0,3.2,0,225,19.6,52,1017.7,0,4,0,4.33333333333333,0,4.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414112400,2014,10,24,3,"Friday",100,0,6.4,1.6,180,19.4,47,1017.6,0,5,-1,4,-1,4,4
257,39.4614520571,-0.4004871671,15,1414116000,2014,10,24,4,"Friday",101,0,3.2,1.6,180,19.3,44,1017.5,0,5,-1,4,-1,4,5
257,39.4614520571,-0.4004871671,15,1414119600,2014,10,24,5,"Friday",102,0,1.6,0,180,18.3,47,1017.3,0,4,0,4.33333333333333,0,4.33333333333333,5
257,39.4614520571,-0.4004871671,15,1414123200,2014,10,24,6,"Friday",103,0,4.8,1.6,202.5,18.1,46,1017.2,0,4,0.333333333333333,4.33333333333333,0.333333333333333,4.33333333333333,5
257,39.4614520571,-0.4004871671,15,1414126800,2014,10,24,7,"Friday",104,0,9.7,1.6,202.5,17.4,48,1017.4,0,5,0,4,0,4,5
257,39.4614520571,-0.4004871671,15,1414130400,2014,10,24,8,"Friday",105,0,8,3.2,180,17.5,46,1017.5,0,5,-3.66666666666667,0.666666666666667,-3.66666666666667,0.666666666666667,8
257,39.4614520571,-0.4004871671,15,1414134000,2014,10,24,9,"Friday",106,0,8,4.8,180,17.4,46,1018.4,0,5,-2,2.33333333333333,-2,2.33333333333333,6
257,39.4614520571,-0.4004871671,15,1414137600,2014,10,24,10,"Friday",107,0,4.8,1.6,225,19.7,41,1018.8,0,5,-2,2,-2,2,6
257,39.4614520571,-0.4004871671,15,1414141200,2014,10,24,11,"Friday",108,0,8,3.2,225,22.2,35,1019.1,0,8,1.33333333333333,2,1.33333333333333,2,8
257,39.4614520571,-0.4004871671,15,1414144800,2014,10,24,12,"Friday",109,0,9.7,4.8,225,24.9,31,1018.9,0,6,0.333333333333333,2.66666666666667,0.333333333333333,2.66666666666667,7
257,39.4614520571,-0.4004871671,15,1414148400,2014,10,24,13,"Friday",110,0,9.7,1.6,247.5,27.3,24,1018.6,0,6,1.33333333333333,3.33333333333333,1.33333333333333,3.33333333333333,8
257,39.4614520571,-0.4004871671,15,1414152000,2014,10,24,14,"Friday",111,0,16.1,6.4,315,27.2,28,1017.8,0,8,4,6,4,6,11
257,39.4614520571,-0.4004871671,15,1414155600,2014,10,24,15,"Friday",112,0,14.5,4.8,315,27.9,27,1017,0,7,3.33333333333333,6,3.33333333333333,6,11
257,39.4614520571,-0.4004871671,15,1414159200,2014,10,24,16,"Friday",113,0,17.7,9.7,337.5,25.9,34,1016.6,0,8,4,7.33333333333333,4,7.33333333333333,13
257,39.4614520571,-0.4004871671,15,1414162800,2014,10,24,17,"Friday",114,0,16.1,6.4,337.5,25.8,35,1016.5,0,11,0,6,0,6,11
257,39.4614520571,-0.4004871671,15,1414166400,2014,10,24,18,"Friday",115,0,16.1,8,315,25.1,37,1016.6,0,11,-1.66666666666667,4.33333333333333,-1.66666666666667,4.33333333333333,11
257,39.4614520571,-0.4004871671,15,1414170000,2014,10,24,19,"Friday",116,0,11.3,4.8,337.5,23.6,49,1016.9,0,13,-4.66666666666667,2.66666666666667,-4.66666666666667,2.66666666666667,10
257,39.4614520571,-0.4004871671,15,1414173600,2014,10,24,20,"Friday",117,0,3.2,0,337.5,22.4,61,1017.6,0,11,-3.33333333333333,2.66666666666667,-3.33333333333333,2.66666666666667,8
257,39.4614520571,-0.4004871671,15,1414177200,2014,10,24,21,"Friday",118,0,4.8,1.6,112.5,21.9,60,1018.1,0,11,1.66666666666667,6,1.66666666666667,6,8
257,39.4614520571,-0.4004871671,15,1414180800,2014,10,24,22,"Friday",119,0,8,3.2,157.5,20.5,65,1018.5,0,10,3.66666666666667,6.33333333333333,3.66666666666667,6.33333333333333,12
257,39.4614520571,-0.4004871671,15,1414184400,2014,10,24,23,"Friday",120,0,1.6,0,157.5,19.7,61,1018.9,0,8,5,7.66666666666667,5,7.66666666666667,13
257,39.4614520571,-0.4004871671,15,1414188000,2014,10,25,0,"Saturday",121,0,6.4,1.6,157.5,19.4,55,1019.1,0,8,0.666666666666667,6.66666666666667,0.666666666666667,6.66666666666667,10
257,39.4614520571,-0.4004871671,15,1414191600,2014,10,25,1,"Saturday",122,0,4.8,1.6,157.5,18.5,58,1019.1,0,12,1.33333333333333,7.66666666666667,1.33333333333333,7.66666666666667,10
257,39.4614520571,-0.4004871671,15,1414195200,2014,10,25,2,"Saturday",123,0,4.8,1.6,180,18.2,58,1018.9,0,13,0.333333333333333,8,0.333333333333333,8,11
257,39.4614520571,-0.4004871671,15,1414198800,2014,10,25,3,"Saturday",124,0,4.8,1.6,180,18,57,1018.9,0,10,0.666666666666667,7.33333333333333,0.666666666666667,7.33333333333333,10
257,39.4614520571,-0.4004871671,15,1414202400,2014,10,25,4,"Saturday",125,0,9.7,3.2,180,18.2,52,1018.7,0,10,0.333333333333333,8,0.333333333333333,8,11
257,39.4614520571,-0.4004871671,15,1414206000,2014,10,25,5,"Saturday",126,0,4.8,1.6,180,17.9,52,1018.6,0,11,0,8,0,8,11
257,39.4614520571,-0.4004871671,15,1414209600,2014,10,25,6,"Saturday",127,0,8,3.2,180,18.1,50,1018.7,0,10,1,8.33333333333333,1,8.33333333333333,12
257,39.4614520571,-0.4004871671,15,1414213200,2014,10,25,7,"Saturday",128,0,14.5,6.4,180,18.4,48,1019,0,11,0.333333333333333,8.33333333333333,0.333333333333333,8.33333333333333,12
257,39.4614520571,-0.4004871671,15,1414216800,2014,10,25,8,"Saturday",129,0,8,3.2,225,17.5,51,1019.4,0,11,0.333333333333333,8.33333333333333,0.333333333333333,8.33333333333333,12
257,39.4614520571,-0.4004871671,15,1414220400,2014,10,25,9,"Saturday",130,0,11.3,4.8,202.5,18.3,47,1019.9,0,12,-0.333333333333333,8,-0.333333333333333,8,13
257,39.4614520571,-0.4004871671,15,1414224000,2014,10,25,10,"Saturday",131,0,8,1.6,202.5,19.4,45,1020.7,0,12,0,8.33333333333333,0,8.33333333333333,15
257,39.4614520571,-0.4004871671,15,1414227600,2014,10,25,11,"Saturday",132,0,4.8,1.6,225,21.9,42,1021.1,0,12,-1,7.33333333333333,-1,7.33333333333333,14
257,39.4614520571,-0.4004871671,15,1414231200,2014,10,25,12,"Saturday",133,0,1.6,0,247.5,26,34,1021.2,0,13,-1.66666666666667,6.33333333333333,-1.66666666666667,6.33333333333333,12
257,39.4614520571,-0.4004871671,15,1414234800,2014,10,25,13,"Saturday",134,0,4.8,0,315,27.4,29,1021,0,15,-1.33333333333333,7,-1.33333333333333,7,12
257,39.4614520571,-0.4004871671,15,1414238400,2014,10,25,14,"Saturday",135,0,8,1.6,337.5,28.2,27,1020.3,0,14,0.333333333333333,7.66666666666667,0.333333333333333,7.66666666666667,11
257,39.4614520571,-0.4004871671,15,1414242000,2014,10,25,15,"Saturday",136,0,9.7,3.2,315,29.2,23,1019.5,0,12,1,7.33333333333333,1,7.33333333333333,9
257,39.4614520571,-0.4004871671,15,1414245600,2014,10,25,16,"Saturday",137,0,17.7,8,337.5,27.3,31,1019.3,0,12,0,7,0,7,8
257,39.4614520571,-0.4004871671,15,1414249200,2014,10,25,17,"Saturday",138,0,17.7,8,337.5,25.8,41,1019.2,0,11,0,7.66666666666667,0,7.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414252800,2014,10,25,18,"Saturday",139,0,14.5,4.8,337.5,24.9,51,1019.2,0,9,-3,4.33333333333333,-3,4.33333333333333,3
257,39.4614520571,-0.4004871671,15,1414256400,2014,10,25,19,"Saturday",140,0,3.2,0,337.5,23.8,51,1019.7,0,8,-4.33333333333333,2.66666666666667,-4.33333333333333,2.66666666666667,3
257,39.4614520571,-0.4004871671,15,1414260000,2014,10,25,20,"Saturday",141,0,11.3,3.2,67.5,22.6,69,1020.3,0,2,-3.66666666666667,4,-3.66666666666667,4,5
257,39.4614520571,-0.4004871671,15,1414263600,2014,10,25,21,"Saturday",142,0,12.9,6.4,67.5,21.8,67,1020.7,0,3,-0.333333333333333,4,-0.333333333333333,4,6
257,39.4614520571,-0.4004871671,15,1414267200,2014,10,25,22,"Saturday",143,0,3.2,1.6,90,21,66,1021.3,0,3,2,4.66666666666667,2,4.66666666666667,5
257,39.4614520571,-0.4004871671,15,1414270800,2014,10,25,23,"Saturday",144,0,0,0,146.3,20.4,67,1021.8,0,5,3.33333333333333,7.33333333333333,3.33333333333333,7.33333333333333,7
257,39.4614520571,-0.4004871671,15,1414274400,2014,10,26,0,"Sunday",145,0,3.2,0,157.5,19.6,70,1022,0,6,4.33333333333333,8.33333333333333,4.33333333333333,8.33333333333333,8
257,39.4614520571,-0.4004871671,15,1414278000,2014,10,26,1,"Sunday",146,0,3.2,1.6,157.5,19.1,69,1022.1,0,5,2.33333333333333,7,2.33333333333333,7,6
257,39.4614520571,-0.4004871671,15,1414281600,2014,10,26,2,"Sunday",147,0,9.7,4.8,202.5,18.6,58,1021.9,0,7,-2.33333333333333,5,-2.33333333333333,5,5
257,39.4614520571,-0.4004871671,15,1414285200,2014,10,26,2,"Sunday",147,0,NA,NA,NA,NA,NA,NA,NA,8,-2.25,5,-2.25,5,NA
257,39.4614520571,-0.4004871671,15,1414288800,2014,10,26,3,"Sunday",148,0,8,1.6,202.5,19,53,1021.8,0,6,-3.33333333333333,5,-3.33333333333333,5,5
257,39.4614520571,-0.4004871671,15,1414292400,2014,10,26,4,"Sunday",149,0,8,1.6,180,18.3,53,1021.5,0,5,-2,5,-2,5,5
257,39.4614520571,-0.4004871671,15,1414296000,2014,10,26,5,"Sunday",150,0,8,3.2,180,18.8,49,1021.4,0,NA,0,5,0,5,5
257,39.4614520571,-0.4004871671,15,1414299600,2014,10,26,6,"Sunday",151,0,0,0,146.3,18.2,50,1021.5,0,5,0.666666666666667,5.66666666666667,0.666666666666667,5.66666666666667,6
257,39.4614520571,-0.4004871671,15,1414303200,2014,10,26,7,"Sunday",152,0,0,0,146.3,17.7,53,1021.8,0,5,0.666666666666667,5.66666666666667,0.666666666666667,5.66666666666667,6
257,39.4614520571,-0.4004871671,15,1414306800,2014,10,26,8,"Sunday",153,0,0,0,146.3,18,53,1022.3,0,5,0.333333333333333,5.33333333333333,0.333333333333333,5.33333333333333,6
257,39.4614520571,-0.4004871671,15,1414310400,2014,10,26,9,"Sunday",154,0,3.2,1.6,157.5,18.3,54,1023,0,6,-0.666666666666667,5,-0.666666666666667,5,5
257,39.4614520571,-0.4004871671,15,1414314000,2014,10,26,10,"Sunday",155,0,12.9,6.4,45,21.1,66,1023.5,0,6,-0.333333333333333,5.33333333333333,-0.333333333333333,5.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414317600,2014,10,26,11,"Sunday",156,0,14.5,6.4,67.5,21.6,78,1023.6,0,6,0,5.33333333333333,0,5.33333333333333,5
257,39.4614520571,-0.4004871671,15,1414321200,2014,10,26,12,"Sunday",157,0,17.7,9.7,22.5,21.9,75,1023.5,0,5,0,5,0,5,6
257,39.4614520571,-0.4004871671,15,1414324800,2014,10,26,13,"Sunday",158,0,14.5,6.4,67.5,23.1,71,1022.7,0,4,-0.333333333333333,5,-0.333333333333333,5,6
257,39.4614520571,-0.4004871671,15,1414328400,2014,10,26,14,"Sunday",159,0,20.9,9.7,67.5,22.8,72,1022,0,5,2,7.33333333333333,2,7.33333333333333,8
257,39.4614520571,-0.4004871671,15,1414332000,2014,10,26,15,"Sunday",160,0,16.1,8,22.5,23.1,64,1021.5,0,6,1.33333333333333,6.33333333333333,1.33333333333333,6.33333333333333,5
257,39.4614520571,-0.4004871671,15,1414335600,2014,10,26,16,"Sunday",161,0,19.3,8,22.5,22.7,69,1021.4,0,6,1,6,1,6,4
257,39.4614520571,-0.4004871671,15,1414339200,2014,10,26,17,"Sunday",162,0,17.7,8,22.5,21.8,78,1021.6,0,8,-1.66666666666667,5.66666666666667,-1.66666666666667,5.66666666666667,4
257,39.4614520571,-0.4004871671,15,1414342800,2014,10,26,18,"Sunday",163,0,9.7,3.2,67.5,21.1,84,1022.1,0,5,-2.66666666666667,3.66666666666667,-2.66666666666667,3.66666666666667,2
257,39.4614520571,-0.4004871671,15,1414346400,2014,10,26,19,"Sunday",164,0,4.8,1.6,45,20.7,86,1022.6,0,4,-2.66666666666667,3.33333333333333,-2.66666666666667,3.33333333333333,3
257,39.4614520571,-0.4004871671,15,1414350000,2014,10,26,20,"Sunday",165,0,12.9,6.4,67.5,20.7,87,1022.9,0,4,-0.666666666666667,5,-0.666666666666667,5,5
257,39.4614520571,-0.4004871671,15,1414353600,2014,10,26,21,"Sunday",166,0,12.9,6.4,67.5,20.7,86,1023.1,0,2,0.666666666666667,4.33333333333333,0.666666666666667,4.33333333333333,7
257,39.4614520571,-0.4004871671,15,1414357200,2014,10,26,22,"Sunday",167,0,11.3,3.2,90,20.4,85,1023.4,0,3,0.666666666666667,4,0.666666666666667,4,8
257,39.4614520571,-0.4004871671,15,1414360800,2014,10,26,23,"Sunday",168,0,8,3.2,157.5,19.2,87,1023.5,0,5,-1,4,-1,4,7
257,39.4614520571,-0.4004871671,15,1414364400,2014,10,27,0,"Monday",1,0,6.4,3.2,157.5,18.7,85,1023.3,0,7,0.333333333333333,4.66666666666667,0.333333333333333,4.66666666666667,7
257,39.4614520571,-0.4004871671,15,1414368000,2014,10,27,1,"Monday",2,0,8,4.8,157.5,18.3,84,1023.3,0,8,0.666666666666667,4.66666666666667,0.666666666666667,4.66666666666667,7
257,39.4614520571,-0.4004871671,15,1414371600,2014,10,27,2,"Monday",3,0,8,3.2,157.5,18.2,81,1023.3,0,7,0,4,0,4,7
257,39.4614520571,-0.4004871671,15,1414375200,2014,10,27,3,"Monday",4,0,6.4,3.2,157.5,17.8,80,1023.2,0,7,-0.666666666666667,4,-0.666666666666667,4,7
257,39.4614520571,-0.4004871671,15,1414378800,2014,10,27,4,"Monday",5,0,11.3,6.4,157.5,17.2,78,1022.9,0,7,-0.666666666666667,4,-0.666666666666667,4,7
257,39.4614520571,-0.4004871671,15,1414382400,2014,10,27,5,"Monday",6,0,8,4.8,157.5,16.9,77,1022.8,0,7,0,4,0,4,7
257,39.4614520571,-0.4004871671,15,1414386000,2014,10,27,6,"Monday",7,0,9.7,6.4,157.5,17.1,77,1022.9,0,7,0,4,0,4,6
257,39.4614520571,-0.4004871671,15,1414389600,2014,10,27,7,"Monday",8,0,9.7,4.8,157.5,17,76,1022.7,0,7,4.33333333333333,8.33333333333333,4.33333333333333,8.33333333333333,6
257,39.4614520571,-0.4004871671,15,1414393200,2014,10,27,8,"Monday",9,0,9.7,4.8,157.5,17.3,75,1023,0,7,-1.33333333333333,2.66666666666667,-1.33333333333333,2.66666666666667,0
257,39.4614520571,-0.4004871671,15,1414396800,2014,10,27,9,"Monday",10,0,8,3.2,157.5,18.1,72,1023.5,0,6,-1,3,-1,3,8
257,39.4614520571,-0.4004871671,15,1414400400,2014,10,27,10,"Monday",11,0,8,3.2,135,19.4,70,1023.4,0,6,-3,5.33333333333333,-3,5.33333333333333,7
257,39.4614520571,-0.4004871671,15,1414404000,2014,10,27,11,"Monday",12,0,1.6,0,135,21.8,71,1023.2,0,0,2.66666666666667,5.33333333333333,2.66666666666667,5.33333333333333,7
257,39.4614520571,-0.4004871671,15,1414407600,2014,10,27,12,"Monday",13,0,4.8,0,180,22.8,69,1022.6,0,8,2.66666666666667,5.66666666666667,2.66666666666667,5.66666666666667,9
257,39.4614520571,-0.4004871671,15,1414411200,2014,10,27,13,"Monday",14,0,8,3.2,67.5,22.8,67,1021.7,0,7,1,6.33333333333333,1,6.33333333333333,10
257,39.4614520571,-0.4004871671,15,1414414800,2014,10,27,14,"Monday",15,0,14.5,6.4,22.5,23.4,65,1021,0,7,3.66666666666667,9,3.66666666666667,9,6
257,39.4614520571,-0.4004871671,15,1414418400,2014,10,27,15,"Monday",16,0,19.3,8,0,22.6,71,1020.7,0,9,4.66666666666667,10.3333333333333,4.66666666666667,10.3333333333333,6
257,39.4614520571,-0.4004871671,15,1414422000,2014,10,27,16,"Monday",17,0,22.5,9.7,22.5,21.9,75,1020.6,0,10,4.66666666666667,11,4.66666666666667,11,5
257,39.4614520571,-0.4004871671,15,1414425600,2014,10,27,17,"Monday",18,0,17.7,8,45,21.6,77,1020.6,0,6,0.666666666666667,9.66666666666667,0.666666666666667,9.66666666666667,3
257,39.4614520571,-0.4004871671,15,1414429200,2014,10,27,18,"Monday",19,0,16.1,8,22.5,20.9,82,1020.5,0,6,-0.333333333333333,10,-0.333333333333333,10,2
257,39.4614520571,-0.4004871671,15,1414432800,2014,10,27,19,"Monday",20,0,17.7,11.3,67.5,20.5,84,1020.7,0,5,-2,9,-2,9,1
257,39.4614520571,-0.4004871671,15,1414436400,2014,10,27,20,"Monday",21,0,9.7,3.2,67.5,20.3,83,1020.9,0,3,-1.66666666666667,8,-1.66666666666667,8,4
257,39.4614520571,-0.4004871671,15,1414440000,2014,10,27,21,"Monday",22,0,9.7,4.8,67.5,20.1,85,1020.8,0,2,-0.333333333333333,9.66666666666667,-0.333333333333333,9.66666666666667,4
257,39.4614520571,-0.4004871671,15,1414443600,2014,10,27,22,"Monday",23,0,0,0,146.3,19.4,87,1020.8,0,1,0.666666666666667,9.66666666666667,0.666666666666667,9.66666666666667,5
257,39.4614520571,-0.4004871671,15,1414447200,2014,10,27,23,"Monday",24,0,6.4,1.6,135,19.2,87,1019.7,0,4,1.33333333333333,9.33333333333333,1.33333333333333,9.33333333333333,5
257,39.4614520571,-0.4004871671,15,1414450800,2014,10,28,0,"Tuesday",25,0,3.2,1.6,157.5,19.3,87,1019.4,0,4,-0.666666666666667,9,-0.666666666666667,9,5
257,39.4614520571,-0.4004871671,15,1414454400,2014,10,28,1,"Tuesday",26,0,3.2,0,157.5,19.2,85,1019.1,0,5,-1,8.66666666666667,-1,8.66666666666667,3
257,39.4614520571,-0.4004871671,15,1414458000,2014,10,28,2,"Tuesday",27,0,1.6,0,202.5,18.9,86,1018.8,0,5,-0.666666666666667,8.66666666666667,-0.666666666666667,8.66666666666667,4
257,39.4614520571,-0.4004871671,15,1414461600,2014,10,28,3,"Tuesday",28,0,0,0,146.3,18.6,87,1018.5,0,5,-0.666666666666667,8.33333333333333,-0.666666666666667,8.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414465200,2014,10,28,4,"Tuesday",29,0,4.8,1.6,135,18.1,88,1018.2,0,3,-0.333333333333333,8.33333333333333,-0.333333333333333,8.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414468800,2014,10,28,5,"Tuesday",30,0,6.4,3.2,157.5,17.4,88,1017.9,0,4,-0.333333333333333,8.33333333333333,-0.333333333333333,8.33333333333333,4
257,39.4614520571,-0.4004871671,15,1414472400,2014,10,28,6,"Tuesday",31,0,1.6,0,135,17.3,87,1017.9,0,4,0,8.33333333333333,0,8.33333333333333,4
